LED - 1cm,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent- 1cm,,Florescent- 1cm,,Florescent- 1cm,
Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance
706.955,-0.08,706.955,7.47,706.955,7.38,706.955,7.84,706.955,11.01,706.955,10.88,706.955,12.6
707.181,-0.09,707.181,7.7,707.181,7.66,707.181,8.08,707.181,11.35,707.181,11.22,707.181,13.02
707.407,-0.1,707.407,7.92,707.407,7.91,707.407,8.34,707.407,11.73,707.407,11.57,707.407,13.43
707.633,-0.1,707.633,8.01,707.633,8.01,707.633,8.42,707.633,11.84,707.633,11.68,707.633,13.61
707.859,-0.09,707.859,7.85,707.859,7.79,707.859,8.28,707.859,11.56,707.859,11.42,707.859,13.28
708.085,-0.1,708.085,7.9,708.085,7.86,708.085,8.35,708.085,11.62,708.085,11.52,708.085,13.35
708.31,-0.09,708.31,7.52,708.31,7.52,708.31,8.02,708.31,11.07,708.31,11.02,708.31,12.76
708.536,-0.11,708.536,7.32,708.536,7.31,708.536,7.79,708.536,10.75,708.536,10.7,708.536,12.4
708.762,-0.11,708.762,6.95,708.762,6.94,708.762,7.36,708.762,10.2,708.762,10.14,708.762,11.74
708.988,-0.11,708.988,6.56,708.988,6.54,708.988,6.93,708.988,9.61,708.988,9.54,708.988,11.01
709.213,-0.11,709.213,6.19,709.213,6.23,709.213,6.52,709.213,9.1,709.213,9.04,709.213,10.41
709.439,-0.11,709.439,5.62,709.439,5.66,709.439,5.92,709.439,8.26,709.439,8.2,709.439,9.44
709.665,-0.11,709.665,5.22,709.665,5.18,709.665,5.44,709.665,7.61,709.665,7.6,709.665,8.7
709.89,-0.12,709.89,4.91,709.89,4.9,709.89,5.14,709.89,7.15,709.89,7.15,709.89,8.2
710.116,-0.1,710.116,4.69,710.116,4.66,710.116,4.91,710.116,6.84,710.116,6.83,710.116,7.8
710.342,-0.07,710.342,4.83,710.342,4.83,710.342,5.01,710.342,7.02,710.342,7,710.342,8.03
710.567,-0.07,710.567,5.1,710.567,5.01,710.567,5.29,710.567,7.32,710.567,7.28,710.567,8.42
710.793,-0.06,710.793,5.46,710.793,5.32,710.793,5.61,710.793,7.81,710.793,7.73,710.793,8.9
711.018,-0.05,711.018,5.72,711.018,5.61,711.018,5.91,711.018,8.2,711.018,8.17,711.018,9.39
711.244,-0.04,711.244,5.98,711.244,5.87,711.244,6.22,711.244,8.59,711.244,8.58,711.244,9.87
711.469,-0.06,711.469,6.01,711.469,5.93,711.469,6.28,711.469,8.68,711.469,8.69,711.469,9.99
711.695,-0.07,711.695,6.12,711.695,6.04,711.695,6.42,711.695,8.91,711.695,8.84,711.695,10.26
711.92,-0.06,711.92,6.02,711.92,5.94,711.92,6.3,711.92,8.77,711.92,8.68,711.92,10.09
712.146,-0.07,712.146,5.74,712.146,5.74,712.146,6.07,712.146,8.45,712.146,8.29,712.146,9.71
712.371,-0.08,712.371,5.29,712.371,5.26,712.371,5.57,712.371,7.77,712.371,7.65,712.371,8.93
712.597,-0.08,712.597,4.81,712.597,4.82,712.597,5.08,712.597,7.12,712.597,6.97,712.597,8.16
712.822,-0.08,712.822,4.13,712.822,4.14,712.822,4.37,712.822,6.17,712.822,6,712.822,7.07
713.047,-0.07,713.047,3.36,713.047,3.43,713.047,3.56,713.047,5.16,713.047,5.01,713.047,5.87
713.273,-0.04,713.273,2.67,713.273,2.77,713.273,2.82,713.273,4.17,713.273,4.04,713.273,4.75
713.498,-0.03,713.498,2.07,713.498,2.15,713.498,2.18,713.498,3.32,713.498,3.15,713.498,3.75
713.723,-0.02,713.723,1.61,713.723,1.72,713.723,1.7,713.723,2.64,713.723,2.48,713.723,2.96
713.949,-0.03,713.949,1.24,713.949,1.35,713.949,1.29,713.949,2.08,713.949,1.93,713.949,2.33
714.174,-0.04,714.174,0.95,714.174,1.06,714.174,0.98,714.174,1.64,714.174,1.51,714.174,1.79
714.399,-0.03,714.399,0.69,714.399,0.81,714.399,0.73,714.399,1.27,714.399,1.13,714.399,1.36
714.625,-0.02,714.625,0.54,714.625,0.65,714.625,0.58,714.625,1.05,714.625,0.96,714.625,1.11
714.85,-0.02,714.85,0.45,714.85,0.53,714.85,0.49,714.85,0.9,714.85,0.76,714.85,0.89
715.075,-0.03,715.075,0.36,715.075,0.44,715.075,0.42,715.075,0.72,715.075,0.63,715.075,0.71
715.3,-0.03,715.3,0.32,715.3,0.38,715.3,0.39,715.3,0.65,715.3,0.59,715.3,0.61
715.525,-0.02,715.525,0.3,715.525,0.34,715.525,0.33,715.525,0.61,715.525,0.51,715.525,0.6
715.751,-0.03,715.751,0.27,715.751,0.33,715.751,0.35,715.751,0.56,715.751,0.45,715.751,0.57
715.976,-0.03,715.976,0.29,715.976,0.37,715.976,0.42,715.976,0.56,715.976,0.43,715.976,0.56
716.201,-0.02,716.201,0.28,716.201,0.33,716.201,0.38,716.201,0.56,716.201,0.43,716.201,0.57
716.426,-0.01,716.426,0.24,716.426,0.26,716.426,0.34,716.426,0.52,716.426,0.34,716.426,0.49
716.651,0.01,716.651,0.28,716.651,0.3,716.651,0.37,716.651,0.54,716.651,0.35,716.651,0.5
716.876,0.05,716.876,0.24,716.876,0.27,716.876,0.34,716.876,0.52,716.876,0.37,716.876,0.48
717.101,0.05,717.101,0.26,717.101,0.27,717.101,0.29,717.101,0.52,717.101,0.34,717.101,0.46
717.326,0.08,717.326,0.25,717.326,0.26,717.326,0.28,717.326,0.51,717.326,0.35,717.326,0.5
717.551,0.09,717.551,0.24,717.551,0.22,717.551,0.22,717.551,0.47,717.551,0.34,717.551,0.48
717.776,0.1,717.776,0.23,717.776,0.23,717.776,0.21,717.776,0.46,717.776,0.33,717.776,0.5
718.001,0.08,718.001,0.23,718.001,0.27,718.001,0.27,718.001,0.48,718.001,0.37,718.001,0.5
718.226,0.08,718.226,0.2,718.226,0.22,718.226,0.26,718.226,0.47,718.226,0.36,718.226,0.46
718.451,0.09,718.451,0.11,718.451,0.17,718.451,0.14,718.451,0.43,718.451,0.35,718.451,0.42
718.676,0.09,718.676,0.12,718.676,0.16,718.676,0.13,718.676,0.42,718.676,0.31,718.676,0.38
718.901,0.1,718.901,0.13,718.901,0.17,718.901,0.14,718.901,0.39,718.901,0.33,718.901,0.41
719.126,0.11,719.126,0.12,719.126,0.09,719.126,0.1,719.126,0.33,719.126,0.3,719.126,0.37
719.351,0.11,719.351,0.17,719.351,0.09,719.351,0.11,719.351,0.32,719.351,0.29,719.351,0.41
719.575,0.09,719.575,0.15,719.575,0.08,719.575,0.17,719.575,0.3,719.575,0.29,719.575,0.43
719.8,0.1,719.8,0.15,719.8,0.07,719.8,0.19,719.8,0.28,719.8,0.28,719.8,0.4
720.025,0.08,720.025,0.12,720.025,0.09,720.025,0.18,720.025,0.33,720.025,0.25,720.025,0.39
720.25,0.08,720.25,0.13,720.25,0.11,720.25,0.18,720.25,0.31,720.25,0.26,720.25,0.34
720.475,0.08,720.475,0.12,720.475,0.12,720.475,0.19,720.475,0.26,720.475,0.27,720.475,0.29
720.699,0.08,720.699,0.14,720.699,0.14,720.699,0.21,720.699,0.31,720.699,0.31,720.699,0.3
720.924,0.09,720.924,0.23,720.924,0.18,720.924,0.31,720.924,0.33,720.924,0.36,720.924,0.37
721.149,0.1,721.149,0.19,721.149,0.18,721.149,0.33,721.149,0.31,721.149,0.39,721.149,0.36
721.374,0.08,721.374,0.19,721.374,0.22,721.374,0.4,721.374,0.33,721.374,0.4,721.374,0.37
721.598,0.06,721.598,0.18,721.598,0.24,721.598,0.44,721.598,0.37,721.598,0.38,721.598,0.38
721.823,0.06,721.823,0.17,721.823,0.3,721.823,0.43,721.823,0.41,721.823,0.41,721.823,0.35
722.048,0.05,722.048,0.15,722.048,0.28,722.048,0.36,722.048,0.39,722.048,0.37,722.048,0.3
722.272,0.04,722.272,0.12,722.272,0.27,722.272,0.32,722.272,0.36,722.272,0.35,722.272,0.27
722.497,0.03,722.497,0.17,722.497,0.27,722.497,0.34,722.497,0.33,722.497,0.36,722.497,0.27
722.721,0.04,722.721,0.14,722.721,0.24,722.721,0.3,722.721,0.31,722.721,0.32,722.721,0.26
722.946,0.04,722.946,0.1,722.946,0.19,722.946,0.25,722.946,0.3,722.946,0.25,722.946,0.27
723.17,0.04,723.17,0.08,723.17,0.16,723.17,0.2,723.17,0.26,723.17,0.2,723.17,0.23
723.395,0.05,723.395,0.11,723.395,0.19,723.395,0.22,723.395,0.31,723.395,0.2,723.395,0.26
723.619,0.05,723.619,0.17,723.619,0.2,723.619,0.25,723.619,0.3,723.619,0.17,723.619,0.27
723.844,0.04,723.844,0.16,723.844,0.14,723.844,0.19,723.844,0.26,723.844,0.14,723.844,0.25
724.068,0.04,724.068,0.16,724.068,0.14,724.068,0.16,724.068,0.24,724.068,0.21,724.068,0.26
724.293,0.05,724.293,0.13,724.293,0.1,724.293,0.18,724.293,0.25,724.293,0.19,724.293,0.28
724.517,0.06,724.517,0.11,724.517,0.07,724.517,0.18,724.517,0.26,724.517,0.19,724.517,0.28
724.742,0.09,724.742,0.1,724.742,0.07,724.742,0.17,724.742,0.24,724.742,0.21,724.742,0.28
724.966,0.1,724.966,0.06,724.966,0.1,724.966,0.19,724.966,0.29,724.966,0.24,724.966,0.33
725.19,0.11,725.19,0.06,725.19,0.12,725.19,0.22,725.19,0.33,725.19,0.27,725.19,0.36
725.415,0.11,725.415,0.11,725.415,0.14,725.415,0.22,725.415,0.35,725.415,0.32,725.415,0.36
725.639,0.11,725.639,0.11,725.639,0.1,725.639,0.19,725.639,0.28,725.639,0.29,725.639,0.34
725.863,0.11,725.863,0.06,725.863,0.06,725.863,0.14,725.863,0.19,725.863,0.27,725.863,0.29
726.088,0.12,726.088,0.07,726.088,0.04,726.088,0.13,726.088,0.22,726.088,0.28,726.088,0.3
726.312,0.12,726.312,0.05,726.312,0.12,726.312,0.17,726.312,0.25,726.312,0.32,726.312,0.33
726.536,0.11,726.536,0.03,726.536,0.14,726.536,0.2,726.536,0.25,726.536,0.3,726.536,0.31
726.761,0.1,726.761,0.03,726.761,0.09,726.761,0.22,726.761,0.25,726.761,0.27,726.761,0.28
726.985,0.1,726.985,0.02,726.985,0.09,726.985,0.22,726.985,0.23,726.985,0.25,726.985,0.27
727.209,0.08,727.209,0.04,727.209,0.07,727.209,0.22,727.209,0.25,727.209,0.25,727.209,0.27
727.433,0.08,727.433,0.06,727.433,0.04,727.433,0.2,727.433,0.23,727.433,0.24,727.433,0.26
727.657,0.09,727.657,0.05,727.657,0.02,727.657,0.19,727.657,0.2,727.657,0.22,727.657,0.25
727.882,0.09,727.882,0.07,727.882,0.01,727.882,0.24,727.882,0.21,727.882,0.2,727.882,0.23
728.106,0.09,728.106,0.08,728.106,0.06,728.106,0.22,728.106,0.27,728.106,0.22,728.106,0.21
728.33,0.11,728.33,0.08,728.33,0.06,728.33,0.22,728.33,0.25,728.33,0.21,728.33,0.2
728.554,0.1,728.554,0.02,728.554,0.05,728.554,0.19,728.554,0.24,728.554,0.18,728.554,0.16
728.778,0.1,728.778,0.02,728.778,-0.01,728.778,0.13,728.778,0.2,728.778,0.15,728.778,0.12
729.002,0.1,729.002,0,729.002,-0.03,729.002,0.11,729.002,0.18,729.002,0.12,729.002,0.14
729.226,0.08,729.226,-0.01,729.226,-0.03,729.226,0.07,729.226,0.15,729.226,0.17,729.226,0.14
729.45,0.06,729.45,0.04,729.45,-0.01,729.45,0.1,729.45,0.16,729.45,0.15,729.45,0.15
729.674,0.04,729.674,0.04,729.674,0.04,729.674,0.12,729.674,0.18,729.674,0.17,729.674,0.21
729.898,0.03,729.898,0.01,729.898,0.02,729.898,0.12,729.898,0.17,729.898,0.14,729.898,0.15
730.122,0.03,730.122,0.04,730.122,0,730.122,0.12,730.122,0.15,730.122,0.13,730.122,0.14
730.346,0.04,730.346,-0.01,730.346,-0.01,730.346,0.06,730.346,0.12,730.346,0.13,730.346,0.12
730.57,0.03,730.57,-0.03,730.57,-0.03,730.57,0.14,730.57,0.11,730.57,0.11,730.57,0.18
730.794,0.02,730.794,-0.03,730.794,-0.01,730.794,0.18,730.794,0.15,730.794,0.14,730.794,0.19
731.018,-0.01,731.018,-0.03,731.018,-0.08,731.018,0.13,731.018,0.08,731.018,0.11,731.018,0.12
731.242,0.01,731.242,-0.06,731.242,-0.06,731.242,0.14,731.242,0.07,731.242,0.09,731.242,0.12
731.465,-0.01,731.465,-0.06,731.465,-0.06,731.465,0.13,731.465,0.09,731.465,0.04,731.465,0.07
731.689,0.01,731.689,-0.06,731.689,-0.02,731.689,0.11,731.689,0.05,731.689,0.01,731.689,0.05
731.913,0.03,731.913,-0.08,731.913,-0.02,731.913,0.05,731.913,0.04,731.913,0.03,731.913,0.01
732.137,0.02,732.137,-0.1,732.137,-0.09,732.137,-0.01,732.137,-0.01,732.137,-0.05,732.137,-0.07
732.361,0.01,732.361,-0.1,732.361,-0.1,732.361,-0.02,732.361,-0.04,732.361,-0.05,732.361,-0.06
732.584,0.01,732.584,-0.08,732.584,-0.05,732.584,-0.05,732.584,-0.04,732.584,-0.03,732.584,-0.04
732.808,0,732.808,-0.04,732.808,0.03,732.808,0,732.808,0,732.808,0.04,732.808,0.04
733.032,-0.02,733.032,-0.05,733.032,0.01,733.032,-0.09,733.032,-0.04,733.032,0.04,733.032,-0.01
733.256,-0.01,733.256,-0.09,733.256,-0.04,733.256,-0.19,733.256,-0.01,733.256,-0.02,733.256,-0.02
733.479,-0.01,733.479,-0.08,733.479,0.01,733.479,-0.15,733.479,0.04,733.479,-0.03,733.479,0.04
733.703,0,733.703,-0.05,733.703,0.04,733.703,-0.08,733.703,0.1,733.703,0.02,733.703,0.09
733.927,0.01,733.927,-0.04,733.927,0.06,733.927,-0.09,733.927,0.11,733.927,0.09,733.927,0.12
734.15,0.01,734.15,-0.03,734.15,0.09,734.15,-0.05,734.15,0.16,734.15,0.1,734.15,0.15
734.374,0.01,734.374,0,734.374,0.14,734.374,0.02,734.374,0.2,734.374,0.17,734.374,0.19
734.597,0.03,734.597,0.05,734.597,0.16,734.597,0.1,734.597,0.25,734.597,0.21,734.597,0.21
734.821,0.02,734.821,0.05,734.821,0.17,734.821,0.11,734.821,0.25,734.821,0.2,734.821,0.22
735.044,0.01,735.044,-0.01,735.044,0.09,735.044,0.11,735.044,0.19,735.044,0.12,735.044,0.18
735.268,0.01,735.268,-0.03,735.268,0.06,735.268,0.07,735.268,0.18,735.268,0.12,735.268,0.16
735.491,0.05,735.491,-0.04,735.491,0.06,735.491,0.1,735.491,0.19,735.491,0.13,735.491,0.16
735.715,0.06,735.715,-0.01,735.715,0.06,735.715,0.16,735.715,0.14,735.715,0.13,735.715,0.13
735.938,0.04,735.938,0.03,735.938,0.06,735.938,0.15,735.938,0.17,735.938,0.15,735.938,0.17
736.162,0.06,736.162,-0.02,736.162,0.05,736.162,0.05,736.162,0.15,736.162,0.12,736.162,0.11
736.385,0.04,736.385,0.02,736.385,0.04,736.385,0.07,736.385,0.09,736.385,0.11,736.385,0.13
736.609,0.03,736.609,0.03,736.609,0.01,736.609,0.08,736.609,0.09,736.609,0.12,736.609,0.11
736.832,0.04,736.832,0.01,736.832,0,736.832,0.02,736.832,0.06,736.832,0.09,736.832,0.11
737.056,0.05,737.056,0,737.056,0.03,737.056,0,737.056,0.06,737.056,0.09,737.056,0.13
737.279,0.04,737.279,0.02,737.279,0.04,737.279,0.05,737.279,0.06,737.279,0.1,737.279,0.14
737.502,0.05,737.502,0.02,737.502,0.07,737.502,0.06,737.502,0.1,737.502,0.15,737.502,0.13
737.726,0.05,737.726,0.05,737.726,0.09,737.726,0.12,737.726,0.11,737.726,0.08,737.726,0.15
737.949,0.04,737.949,0.05,737.949,0.11,737.949,0.17,737.949,0.16,737.949,0.08,737.949,0.18
738.172,0.03,738.172,0.02,738.172,0.12,738.172,0.15,738.172,0.15,738.172,0.08,738.172,0.22
738.395,0.02,738.395,-0.01,738.395,0.13,738.395,0.15,738.395,0.09,738.395,0.06,738.395,0.16
738.619,0.02,738.619,0.05,738.619,0.1,738.619,0.19,738.619,0.07,738.619,0.1,738.619,0.19
738.842,0.03,738.842,0.06,738.842,0.11,738.842,0.18,738.842,0.11,738.842,0.11,738.842,0.19
739.065,0.04,739.065,0.06,739.065,0.12,739.065,0.16,739.065,0.12,739.065,0.08,739.065,0.22
739.288,0.04,739.288,0.01,739.288,0.09,739.288,0.18,739.288,0.1,739.288,0.05,739.288,0.19
739.512,0.04,739.512,-0.01,739.512,0.08,739.512,0.19,739.512,0.11,739.512,0.06,739.512,0.2
739.735,0.05,739.735,-0.02,739.735,0.08,739.735,0.14,739.735,0.13,739.735,0.11,739.735,0.19
739.958,0.06,739.958,0.04,739.958,0.15,739.958,0.16,739.958,0.19,739.958,0.16,739.958,0.25
740.181,0.04,740.181,0.03,740.181,0.11,740.181,0.16,740.181,0.18,740.181,0.23,740.181,0.23
740.404,0.05,740.404,0.04,740.404,0.13,740.404,0.16,740.404,0.24,740.404,0.29,740.404,0.27
740.627,0.05,740.627,0.07,740.627,0.15,740.627,0.21,740.627,0.3,740.627,0.34,740.627,0.3
740.85,0.04,740.85,0.11,740.85,0.22,740.85,0.28,740.85,0.38,740.85,0.44,740.85,0.39
741.073,0.05,741.073,0.13,741.073,0.26,741.073,0.3,741.073,0.41,741.073,0.45,741.073,0.38
741.296,0.06,741.296,0.14,741.296,0.32,741.296,0.35,741.296,0.47,741.296,0.47,741.296,0.46
741.519,0.08,741.519,0.15,741.519,0.28,741.519,0.33,741.519,0.5,741.519,0.47,741.519,0.45
741.742,0.08,741.742,0.21,741.742,0.31,741.742,0.31,741.742,0.51,741.742,0.54,741.742,0.5
741.965,0.07,741.965,0.23,741.965,0.31,741.965,0.32,741.965,0.53,741.965,0.57,741.965,0.54
742.188,0.08,742.188,0.28,742.188,0.35,742.188,0.37,742.188,0.57,742.188,0.54,742.188,0.58
742.411,0.08,742.411,0.22,742.411,0.29,742.411,0.36,742.411,0.5,742.411,0.45,742.411,0.48
742.634,0.11,742.634,0.14,742.634,0.26,742.634,0.29,742.634,0.48,742.634,0.34,742.634,0.46
742.857,0.13,742.857,0.18,742.857,0.3,742.857,0.32,742.857,0.43,742.857,0.31,742.857,0.43
743.08,0.14,743.08,0.17,743.08,0.32,743.08,0.3,743.08,0.42,743.08,0.31,743.08,0.38
743.303,0.15,743.303,0.1,743.303,0.26,743.303,0.24,743.303,0.34,743.303,0.24,743.303,0.27
743.526,0.17,743.526,0.03,743.526,0.22,743.526,0.21,743.526,0.3,743.526,0.22,743.526,0.23
743.748,0.16,743.748,0.06,743.748,0.16,743.748,0.22,743.748,0.24,743.748,0.2,743.748,0.16
743.971,0.16,743.971,0,743.971,0.11,743.971,0.23,743.971,0.17,743.971,0.24,743.971,0.15
744.194,0.14,744.194,0.01,744.194,0.19,744.194,0.26,744.194,0.23,744.194,0.21,744.194,0.16
744.417,0.15,744.417,0.04,744.417,0.17,744.417,0.28,744.417,0.24,744.417,0.23,744.417,0.14
744.639,0.14,744.639,0.01,744.639,0.07,744.639,0.21,744.639,0.14,744.639,0.19,744.639,0.11
744.862,0.13,744.862,0.08,744.862,0.07,744.862,0.21,744.862,0.19,744.862,0.21,744.862,0.2
745.085,0.15,745.085,0.12,745.085,0.08,745.085,0.25,745.085,0.19,745.085,0.28,745.085,0.21
745.308,0.18,745.308,0.06,745.308,0.06,745.308,0.2,745.308,0.17,745.308,0.29,745.308,0.2
745.53,0.19,745.53,0.05,745.53,-0.01,745.53,0.12,745.53,0.13,745.53,0.24,745.53,0.19
745.753,0.19,745.753,0.1,745.753,0.01,745.753,0.17,745.753,0.19,745.753,0.26,745.753,0.27
745.976,0.18,745.976,0.13,745.976,0.04,745.976,0.17,745.976,0.2,745.976,0.28,745.976,0.36
746.198,0.18,746.198,0.03,746.198,0,746.198,0.13,746.198,0.19,746.198,0.27,746.198,0.37
746.421,0.18,746.421,0.08,746.421,0.06,746.421,0.16,746.421,0.22,746.421,0.26,746.421,0.37
746.643,0.18,746.643,0.08,746.643,-0.01,746.643,0.18,746.643,0.15,746.643,0.26,746.643,0.34
746.866,0.18,746.866,0.08,746.866,0.04,746.866,0.19,746.866,0.11,746.866,0.23,746.866,0.34
747.088,0.18,747.088,0.04,747.088,0.08,747.088,0.22,747.088,0.13,747.088,0.23,747.088,0.32
747.311,0.17,747.311,-0.02,747.311,0.04,747.311,0.19,747.311,0.11,747.311,0.21,747.311,0.23
747.533,0.15,747.533,0.06,747.533,0.07,747.533,0.18,747.533,0.17,747.533,0.2,747.533,0.23
747.756,0.13,747.756,0.04,747.756,0.07,747.756,0.2,747.756,0.15,747.756,0.21,747.756,0.2
747.978,0.13,747.978,0.03,747.978,0.07,747.978,0.22,747.978,0.13,747.978,0.18,747.978,0.19
748.201,0.11,748.201,-0.01,748.201,0.04,748.201,0.15,748.201,0.03,748.201,0.17,748.201,0.13
748.423,0.13,748.423,-0.05,748.423,-0.06,748.423,0.07,748.423,-0.03,748.423,0.11,748.423,0.03
748.646,0.13,748.646,0,748.646,0.02,748.646,0.08,748.646,0.02,748.646,0.13,748.646,0.05
748.868,0.13,748.868,0.02,748.868,0.08,748.868,0.09,748.868,0,748.868,0.19,748.868,0.09
749.09,0.12,749.09,-0.03,749.09,0.1,749.09,0.06,749.09,-0.01,749.09,0.18,749.09,0.09
749.313,0.12,749.313,-0.08,749.313,0.05,749.313,0.05,749.313,-0.02,749.313,0.17,749.313,0.04
749.535,0.13,749.535,-0.04,749.535,0.05,749.535,0.06,749.535,0.04,749.535,0.2,749.535,0.05
749.757,0.12,749.757,-0.04,749.757,0.09,749.757,0.12,749.757,-0.02,749.757,0.2,749.757,0.07
749.98,0.1,749.98,-0.09,749.98,0.09,749.98,0.14,749.98,-0.02,749.98,0.19,749.98,0.05
750.202,0.12,750.202,-0.06,750.202,0.08,750.202,0.12,750.202,0.04,750.202,0.15,750.202,0.1
750.424,0.1,750.424,-0.08,750.424,0.15,750.424,0.14,750.424,0.05,750.424,0.2,750.424,0.13
750.647,0.11,750.647,-0.09,750.647,0.15,750.647,0.14,750.647,0.1,750.647,0.21,750.647,0.12
750.869,0.09,750.869,-0.06,750.869,0.24,750.869,0.2,750.869,0.15,750.869,0.24,750.869,0.15
751.091,0.1,751.091,-0.07,751.091,0.22,751.091,0.22,751.091,0.14,751.091,0.25,751.091,0.16
751.313,0.09,751.313,-0.09,751.313,0.16,751.313,0.15,751.313,0.17,751.313,0.15,751.313,0.11
751.535,0.09,751.535,-0.07,751.535,0.17,751.535,0.23,751.535,0.18,751.535,0.19,751.535,0.08
751.757,0.1,751.757,-0.09,751.757,0.14,751.757,0.17,751.757,0.14,751.757,0.15,751.757,0.02
751.98,0.1,751.98,-0.08,751.98,0.21,751.98,0.18,751.98,0.13,751.98,0.19,751.98,0.04
752.202,0.11,752.202,-0.06,752.202,0.24,752.202,0.09,752.202,0.21,752.202,0.2,752.202,0.07
752.424,0.11,752.424,-0.07,752.424,0.24,752.424,0.06,752.424,0.14,752.424,0.22,752.424,0.11
752.646,0.1,752.646,-0.06,752.646,0.25,752.646,0.16,752.646,0.11,752.646,0.29,752.646,0.08
752.868,0.1,752.868,-0.01,752.868,0.2,752.868,0.16,752.868,0.11,752.868,0.24,752.868,0.04
753.09,0.06,753.09,0,753.09,0.22,753.09,0.17,753.09,0.11,753.09,0.24,753.09,0.05
753.312,0.08,753.312,0.03,753.312,0.15,753.312,0.15,753.312,0.11,753.312,0.19,753.312,0.02
753.534,0.09,753.534,-0.01,753.534,0.13,753.534,0.15,753.534,0.08,753.534,0.17,753.534,-0.05
753.756,0.09,753.756,0.01,753.756,0.1,753.756,0.16,753.756,0.02,753.756,0.16,753.756,-0.05
753.978,0.11,753.978,0.01,753.978,0.1,753.978,0.1,753.978,0.05,753.978,0.12,753.978,-0.04
754.2,0.1,754.2,0,754.2,0.16,754.2,0.11,754.2,0.13,754.2,0.19,754.2,0.02
754.422,0.09,754.422,-0.04,754.422,0.13,754.422,0.08,754.422,0.14,754.422,0.13,754.422,0.01
754.644,0.1,754.644,-0.08,754.644,0.09,754.644,0.1,754.644,0.08,754.644,0.16,754.644,-0.02
754.866,0.09,754.866,-0.09,754.866,0.1,754.866,0.1,754.866,0.05,754.866,0.06,754.866,-0.07
755.087,0.1,755.087,-0.14,755.087,0.06,755.087,0.01,755.087,-0.03,755.087,0,755.087,-0.12
755.309,0.09,755.309,-0.08,755.309,0.06,755.309,0.01,755.309,0.01,755.309,0.04,755.309,-0.05
755.531,0.1,755.531,-0.04,755.531,0.09,755.531,0.02,755.531,0.04,755.531,0.05,755.531,0.02
755.753,0.09,755.753,-0.06,755.753,0.17,755.753,0.1,755.753,0.12,755.753,0.15,755.753,0.07
755.975,0.09,755.975,-0.04,755.975,0.18,755.975,0.04,755.975,0.14,755.975,0.07,755.975,0.09
756.196,0.08,756.196,-0.11,756.196,0.21,756.196,0.07,756.196,0.16,756.196,0.11,756.196,0.09
756.418,0.07,756.418,-0.14,756.418,0.17,756.418,0.01,756.418,0.12,756.418,0.1,756.418,0.09
756.64,0.07,756.64,-0.1,756.64,0.11,756.64,-0.06,756.64,0.08,756.64,0.06,756.64,0.03
756.862,0.07,756.862,-0.08,756.862,0.12,756.862,-0.03,756.862,0.05,756.862,0.05,756.862,0.07
757.083,0.08,757.083,-0.07,757.083,0.1,757.083,-0.05,757.083,0.06,757.083,0.01,757.083,0.05
757.305,0.08,757.305,-0.11,757.305,0.05,757.305,-0.05,757.305,0.12,757.305,0.02,757.305,0.01
757.527,0.1,757.527,-0.06,757.527,0.11,757.527,-0.03,757.527,0.15,757.527,0.02,757.527,0.04
757.748,0.09,757.748,-0.1,757.748,0.03,757.748,-0.08,757.748,0.14,757.748,-0.03,757.748,0.01
757.97,0.1,757.97,-0.16,757.97,-0.01,757.97,-0.07,757.97,0.12,757.97,-0.07,757.97,-0.11
758.192,0.09,758.192,-0.16,758.192,-0.02,758.192,-0.09,758.192,0.05,758.192,-0.09,758.192,-0.12
758.413,0.08,758.413,-0.21,758.413,-0.06,758.413,-0.13,758.413,0,758.413,-0.09,758.413,-0.12
758.635,0.06,758.635,-0.17,758.635,0.03,758.635,-0.07,758.635,0.06,758.635,-0.03,758.635,-0.08
758.856,0.05,758.856,-0.18,758.856,0.04,758.856,-0.05,758.856,0.03,758.856,-0.06,758.856,-0.1
759.078,0.07,759.078,-0.15,759.078,0.06,759.078,0.05,759.078,0.07,759.078,-0.07,759.078,-0.03
759.299,0.08,759.299,-0.22,759.299,0.01,759.299,-0.06,759.299,0.02,759.299,-0.08,759.299,-0.08
759.521,0.09,759.521,-0.26,759.521,-0.02,759.521,-0.08,759.521,0.02,759.521,-0.08,759.521,-0.12
759.742,0.11,759.742,-0.24,759.742,-0.01,759.742,-0.08,759.742,-0.02,759.742,-0.05,759.742,-0.06
759.964,0.11,759.964,-0.24,759.964,-0.03,759.964,-0.13,759.964,0.05,759.964,-0.1,759.964,-0.05
760.185,0.12,760.185,-0.3,760.185,0.03,760.185,-0.09,760.185,0.12,760.185,-0.05,760.185,-0.07
760.407,0.14,760.407,-0.22,760.407,0.04,760.407,-0.09,760.407,0.17,760.407,-0.02,760.407,-0.01
760.628,0.17,760.628,-0.21,760.628,0.03,760.628,-0.08,760.628,0.19,760.628,-0.02,760.628,0.02
760.849,0.17,760.849,-0.17,760.849,0.1,760.849,0.02,760.849,0.29,760.849,0.06,760.849,0.07
