LED - 1cm,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent- 1cm,,Florescent- 1cm,,Florescent- 1cm,
Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance
480.507,10.41,480.507,2.63,480.507,2.62,480.507,2.86,480.507,3.99,480.507,3.93,480.507,4.59
480.75,10.07,480.75,2.7,480.75,2.71,480.75,2.94,480.75,4.1,480.75,4.06,480.75,4.74
480.994,9.85,480.994,2.83,480.994,2.83,480.994,3.08,480.994,4.28,480.994,4.23,480.994,4.94
481.238,9.54,481.238,2.96,481.238,2.99,481.238,3.22,481.238,4.5,481.238,4.43,481.238,5.17
481.482,9.37,481.482,3.14,481.482,3.19,481.482,3.42,481.482,4.79,481.482,4.72,481.482,5.51
481.726,8.88,481.726,3.24,481.726,3.31,481.726,3.55,481.726,4.96,481.726,4.9,481.726,5.71
481.97,8.73,481.97,3.52,481.97,3.55,481.97,3.81,481.97,5.33,481.97,5.29,481.97,6.13
482.214,8.47,482.214,3.77,482.214,3.79,482.214,4.05,482.214,5.7,482.214,5.63,482.214,6.55
482.457,8.12,482.457,3.99,482.457,3.99,482.457,4.3,482.457,6.02,482.457,5.97,482.457,6.92
482.701,7.92,482.701,4.32,482.701,4.3,482.701,4.63,482.701,6.5,482.701,6.44,482.701,7.48
482.945,7.72,482.945,4.68,482.945,4.65,482.945,5.01,482.945,7.04,482.945,6.96,482.945,8.08
483.189,7.51,483.189,5.05,483.189,5.01,483.189,5.4,483.189,7.59,483.189,7.5,483.189,8.71
483.432,7.4,483.432,5.54,483.432,5.47,483.432,5.91,483.432,8.34,483.432,8.2,483.432,9.55
483.676,7.04,483.676,5.86,483.676,5.81,483.676,6.26,483.676,8.82,483.676,8.68,483.676,10.12
483.92,6.77,483.92,6.26,483.92,6.19,483.92,6.69,483.92,9.42,483.92,9.27,483.92,10.79
484.163,6.54,484.163,6.73,484.163,6.64,484.163,7.19,484.163,10.1,484.163,9.96,484.163,11.57
484.407,6.36,484.407,7.28,484.407,7.15,484.407,7.74,484.407,10.87,484.407,10.72,484.407,12.47
484.651,6.13,484.651,7.75,484.651,7.65,484.651,8.29,484.651,11.64,484.651,11.45,484.651,13.32
484.894,5.94,484.894,8.26,484.894,8.14,484.894,8.82,484.894,12.37,484.894,12.21,484.894,14.18
485.138,5.83,485.138,8.89,485.138,8.76,485.138,9.46,485.138,13.28,485.138,13.09,485.138,15.24
485.381,5.7,485.381,9.45,485.381,9.32,485.381,10.04,485.381,14.12,485.381,13.9,485.381,16.19
485.625,5.51,485.625,9.92,485.625,9.82,485.625,10.54,485.625,14.83,485.625,14.6,485.625,17.02
485.868,5.31,485.868,10.29,485.868,10.2,485.868,10.9,485.868,15.36,485.868,15.14,485.868,17.63
486.112,5.2,486.112,10.79,486.112,10.69,486.112,11.43,486.112,16.07,486.112,15.88,486.112,18.47
486.355,4.98,486.355,10.94,486.355,10.84,486.355,11.59,486.355,16.34,486.355,16.13,486.355,18.76
486.599,4.88,486.599,11.3,486.599,11.2,486.599,11.96,486.599,16.88,486.599,16.66,486.599,19.4
486.842,4.7,486.842,11.38,486.842,11.27,486.842,12.04,486.842,17.02,486.842,16.77,486.842,19.54
487.086,4.63,487.086,11.61,487.086,11.53,487.086,12.3,487.086,17.42,487.086,17.15,487.086,19.96
487.329,4.43,487.329,11.45,487.329,11.37,487.329,12.12,487.329,17.16,487.329,16.91,487.329,19.68
487.573,4.34,487.573,11.52,487.573,11.45,487.573,12.2,487.573,17.28,487.573,17.02,487.573,19.81
487.816,4.2,487.816,11.33,487.816,11.29,487.816,12.03,487.816,17.04,487.816,16.77,487.816,19.53
488.059,4.15,488.059,11.41,488.059,11.36,488.059,12.12,488.059,17.15,488.059,16.89,488.059,19.65
488.303,3.92,488.303,10.89,488.303,10.82,488.303,11.58,488.303,16.37,488.303,16.12,488.303,18.76
488.546,3.89,488.546,10.86,488.546,10.79,488.546,11.57,488.546,16.35,488.546,16.1,488.546,18.7
488.789,3.78,488.789,10.61,488.789,10.56,488.789,11.29,488.789,15.97,488.789,15.71,488.789,18.26
489.033,3.69,489.033,10.38,489.033,10.35,489.033,11.05,489.033,15.6,489.033,15.39,489.033,17.88
489.276,3.61,489.276,10.16,489.276,10.13,489.276,10.8,489.276,15.25,489.276,15.05,489.276,17.5
489.519,3.5,489.519,9.87,489.519,9.87,489.519,10.48,489.519,14.79,489.519,14.61,489.519,17.02
489.762,3.46,489.762,9.79,489.762,9.78,489.762,10.39,489.762,14.63,489.762,14.48,489.762,16.89
490.005,3.35,490.005,9.51,490.005,9.48,490.005,10.08,490.005,14.25,490.005,14.06,490.005,16.45
490.249,3.29,490.249,9.34,490.249,9.32,490.249,9.9,490.249,14,490.249,13.8,490.249,16.17
490.492,3.19,490.492,9.11,490.492,9.07,490.492,9.64,490.492,13.61,490.492,13.42,490.492,15.72
490.735,3.08,490.735,8.81,490.735,8.77,490.735,9.33,490.735,13.18,490.735,12.99,490.735,15.22
490.978,3.03,490.978,8.69,490.978,8.66,490.978,9.2,490.978,13.03,490.978,12.82,490.978,15.02
491.221,2.95,491.221,8.51,491.221,8.48,491.221,8.99,491.221,12.75,491.221,12.54,491.221,14.71
491.464,2.84,491.464,8.27,491.464,8.21,491.464,8.73,491.464,12.37,491.464,12.18,491.464,14.27
491.707,2.82,491.707,8.23,491.707,8.2,491.707,8.72,491.707,12.35,491.707,12.14,491.707,14.22
491.95,2.76,491.95,8.07,491.95,8.04,491.95,8.58,491.95,12.11,491.95,11.93,491.95,13.93
492.194,2.69,492.194,7.88,492.194,7.83,492.194,8.37,492.194,11.83,492.194,11.66,492.194,13.58
492.437,2.61,492.437,7.69,492.437,7.63,492.437,8.16,492.437,11.54,492.437,11.38,492.437,13.23
492.68,2.55,492.68,7.49,492.68,7.44,492.68,7.93,492.68,11.2,492.68,11.11,492.68,12.85
492.923,2.49,492.923,7.35,492.923,7.29,492.923,7.76,492.923,10.96,492.923,10.9,492.923,12.57
493.165,2.39,493.165,7.04,493.165,6.98,493.165,7.42,493.165,10.51,493.165,10.46,493.165,12.05
493.408,2.36,493.408,6.94,493.408,6.89,493.408,7.31,493.408,10.38,493.408,10.32,493.408,11.88
493.651,2.26,493.651,6.66,493.651,6.6,493.651,7.01,493.651,9.94,493.651,9.9,493.651,11.39
493.894,2.24,493.894,6.62,493.894,6.55,493.894,7,493.894,9.9,493.894,9.86,493.894,11.35
494.137,2.16,494.137,6.37,494.137,6.31,494.137,6.76,494.137,9.55,494.137,9.5,494.137,10.94
494.38,2.12,494.38,6.27,494.38,6.18,494.38,6.63,494.38,9.38,494.38,9.33,494.38,10.75
494.623,2.06,494.623,6.09,494.623,6.02,494.623,6.47,494.623,9.15,494.623,9.09,494.623,10.47
494.866,1.99,494.866,5.9,494.866,5.84,494.866,6.28,494.866,8.86,494.866,8.79,494.866,10.16
495.109,1.94,495.109,5.79,495.109,5.73,495.109,6.15,495.109,8.69,495.109,8.59,495.109,9.95
495.351,1.85,495.351,5.59,495.351,5.52,495.351,5.95,495.351,8.4,495.351,8.28,495.351,9.62
495.594,1.82,495.594,5.51,495.594,5.46,495.594,5.88,495.594,8.32,495.594,8.18,495.594,9.52
495.837,1.76,495.837,5.35,495.837,5.32,495.837,5.72,495.837,8.1,495.837,7.97,495.837,9.25
496.08,1.72,496.08,5.24,496.08,5.21,496.08,5.62,496.08,7.94,496.08,7.82,496.08,9.1
496.322,1.68,496.322,5.18,496.322,5.15,496.322,5.55,496.322,7.84,496.322,7.72,496.322,8.99
496.565,1.62,496.565,4.99,496.565,4.98,496.565,5.34,496.565,7.56,496.565,7.44,496.565,8.66
496.808,1.59,496.808,4.93,496.808,4.91,496.808,5.25,496.808,7.46,496.808,7.36,496.808,8.55
497.05,1.56,497.05,4.86,497.05,4.84,497.05,5.17,497.05,7.35,497.05,7.26,497.05,8.44
497.293,1.51,497.293,4.75,497.293,4.72,497.293,5.02,497.293,7.18,497.293,7.08,497.293,8.23
497.536,1.48,497.536,4.64,497.536,4.6,497.536,4.88,497.536,6.98,497.536,6.91,497.536,8.02
497.778,1.42,497.778,4.41,497.778,4.38,497.778,4.66,497.778,6.66,497.778,6.59,497.778,7.64
498.021,1.39,498.021,4.3,498.021,4.29,498.021,4.55,498.021,6.5,498.021,6.45,498.021,7.45
498.263,1.37,498.263,4.2,498.263,4.19,498.263,4.48,498.263,6.36,498.263,6.31,498.263,7.3
498.506,1.33,498.506,4.04,498.506,4.01,498.506,4.31,498.506,6.11,498.506,6.04,498.506,7.01
498.749,1.3,498.749,3.89,498.749,3.85,498.749,4.14,498.749,5.86,498.749,5.8,498.749,6.73
498.991,1.3,498.991,3.78,498.991,3.75,498.991,4.04,498.991,5.71,498.991,5.66,498.991,6.55
499.234,1.26,499.234,3.59,499.234,3.54,499.234,3.83,499.234,5.43,499.234,5.37,499.234,6.22
499.476,1.22,499.476,3.45,499.476,3.39,499.476,3.66,499.476,5.2,499.476,5.12,499.476,5.97
499.718,1.21,499.718,3.34,499.718,3.28,499.718,3.57,499.718,5.04,499.718,4.95,499.718,5.77
499.961,1.2,499.961,3.23,499.961,3.18,499.961,3.46,499.961,4.86,499.961,4.78,499.961,5.57
500.203,1.17,500.203,3.07,500.203,3.03,500.203,3.31,500.203,4.65,500.203,4.56,500.203,5.32
500.446,1.16,500.446,2.98,500.446,2.95,500.446,3.2,500.446,4.51,500.446,4.43,500.446,5.19
500.688,1.13,500.688,2.86,500.688,2.82,500.688,3.08,500.688,4.34,500.688,4.25,500.688,4.99
500.93,1.1,500.93,2.73,500.93,2.7,500.93,2.94,500.93,4.16,500.93,4.07,500.93,4.76
501.173,1.08,501.173,2.61,501.173,2.61,501.173,2.82,501.173,3.99,501.173,3.92,501.173,4.59
501.415,1.07,501.415,2.52,501.415,2.54,501.415,2.74,501.415,3.87,501.415,3.8,501.415,4.43
501.657,1.04,501.657,2.43,501.657,2.46,501.657,2.65,501.657,3.73,501.657,3.66,501.657,4.28
501.9,1.02,501.9,2.34,501.9,2.38,501.9,2.56,501.9,3.59,501.9,3.53,501.9,4.11
502.142,1,502.142,2.27,502.142,2.31,502.142,2.51,502.142,3.5,502.142,3.45,502.142,4.01
502.384,0.98,502.384,2.2,502.384,2.24,502.384,2.42,502.384,3.38,502.384,3.35,502.384,3.88
502.627,0.96,502.627,2.13,502.627,2.18,502.627,2.37,502.627,3.3,502.627,3.26,502.627,3.77
502.869,0.94,502.869,2.07,502.869,2.11,502.869,2.3,502.869,3.21,502.869,3.17,502.869,3.67
503.111,0.91,503.111,2,503.111,2.04,503.111,2.23,503.111,3.11,503.111,3.05,503.111,3.55
503.353,0.91,503.353,2,503.353,2.02,503.353,2.21,503.353,3.1,503.353,3.03,503.353,3.52
503.595,0.88,503.595,1.95,503.595,1.96,503.595,2.13,503.595,3.01,503.595,2.94,503.595,3.43
503.837,0.86,503.837,1.93,503.837,1.91,503.837,2.1,503.837,2.96,503.837,2.89,503.837,3.36
504.08,0.84,504.08,1.89,504.08,1.87,504.08,2.05,504.08,2.91,504.08,2.85,504.08,3.32
504.322,0.82,504.322,1.85,504.322,1.84,504.322,2,504.322,2.87,504.322,2.79,504.322,3.26
504.564,0.81,504.564,1.84,504.564,1.85,504.564,2,504.564,2.86,504.564,2.8,504.564,3.27
504.806,0.79,504.806,1.8,504.806,1.81,504.806,1.94,504.806,2.79,504.806,2.73,504.806,3.18
505.048,0.77,505.048,1.77,505.048,1.77,505.048,1.92,505.048,2.76,505.048,2.69,505.048,3.15
505.29,0.76,505.29,1.77,505.29,1.76,505.29,1.9,505.29,2.74,505.29,2.68,505.29,3.14
505.532,0.74,505.532,1.75,505.532,1.75,505.532,1.9,505.532,2.74,505.532,2.66,505.532,3.12
505.774,0.71,505.774,1.71,505.774,1.72,505.774,1.86,505.774,2.65,505.774,2.61,505.774,3.03
506.016,0.7,506.016,1.7,506.016,1.71,506.016,1.85,506.016,2.64,506.016,2.6,506.016,3.03
506.258,0.69,506.258,1.7,506.258,1.71,506.258,1.85,506.258,2.63,506.258,2.59,506.258,3.01
506.5,0.68,506.5,1.71,506.5,1.74,506.5,1.86,506.5,2.65,506.5,2.6,506.5,3.05
506.742,0.67,506.742,1.7,506.742,1.71,506.742,1.85,506.742,2.61,506.742,2.56,506.742,3
506.984,0.65,506.984,1.69,506.984,1.71,506.984,1.85,506.984,2.6,506.984,2.56,506.984,3.01
507.225,0.65,507.225,1.68,507.225,1.69,507.225,1.82,507.225,2.6,507.225,2.53,507.225,2.98
507.467,0.64,507.467,1.69,507.467,1.68,507.467,1.83,507.467,2.6,507.467,2.55,507.467,3.01
507.709,0.62,507.709,1.69,507.709,1.69,507.709,1.83,507.709,2.62,507.709,2.57,507.709,3.03
507.951,0.61,507.951,1.69,507.951,1.7,507.951,1.84,507.951,2.63,507.951,2.58,507.951,3.04
508.193,0.6,508.193,1.72,508.193,1.72,508.193,1.87,508.193,2.65,508.193,2.61,508.193,3.08
508.435,0.58,508.435,1.71,508.435,1.71,508.435,1.85,508.435,2.65,508.435,2.61,508.435,3.07
508.676,0.56,508.676,1.72,508.676,1.7,508.676,1.87,508.676,2.68,508.676,2.63,508.676,3.1
508.918,0.55,508.918,1.71,508.918,1.7,508.918,1.88,508.918,2.67,508.918,2.64,508.918,3.1
509.16,0.54,509.16,1.72,509.16,1.69,509.16,1.89,509.16,2.69,509.16,2.66,509.16,3.12
509.401,0.53,509.401,1.73,509.401,1.71,509.401,1.89,509.401,2.7,509.401,2.67,509.401,3.14
509.643,0.52,509.643,1.73,509.643,1.7,509.643,1.9,509.643,2.7,509.643,2.67,509.643,3.14
509.885,0.5,509.885,1.72,509.885,1.69,509.885,1.9,509.885,2.7,509.885,2.67,509.885,3.13
510.126,0.5,510.126,1.75,510.126,1.72,510.126,1.93,510.126,2.73,510.126,2.69,510.126,3.16
510.368,0.49,510.368,1.75,510.368,1.72,510.368,1.93,510.368,2.72,510.368,2.69,510.368,3.16
510.61,0.48,510.61,1.75,510.61,1.72,510.61,1.92,510.61,2.73,510.61,2.68,510.61,3.16
510.851,0.47,510.851,1.76,510.851,1.74,510.851,1.92,510.851,2.76,510.851,2.7,510.851,3.18
511.093,0.46,511.093,1.75,511.093,1.72,511.093,1.91,511.093,2.74,511.093,2.67,511.093,3.17
511.334,0.46,511.334,1.78,511.334,1.74,511.334,1.93,511.334,2.77,511.334,2.7,511.334,3.22
511.576,0.45,511.576,1.79,511.576,1.76,511.576,1.95,511.576,2.8,511.576,2.73,511.576,3.25
511.818,0.43,511.818,1.76,511.818,1.76,511.818,1.92,511.818,2.78,511.818,2.7,511.818,3.22
512.059,0.43,512.059,1.79,512.059,1.79,512.059,1.94,512.059,2.83,512.059,2.76,512.059,3.27
512.301,0.42,512.301,1.8,512.301,1.8,512.301,1.94,512.301,2.82,512.301,2.76,512.301,3.28
512.542,0.4,512.542,1.77,512.542,1.77,512.542,1.91,512.542,2.78,512.542,2.72,512.542,3.24
512.783,0.39,512.783,1.76,512.783,1.79,512.783,1.92,512.783,2.78,512.783,2.74,512.783,3.26
513.025,0.39,513.025,1.8,513.025,1.83,513.025,1.96,513.025,2.81,513.025,2.78,513.025,3.3
513.266,0.38,513.266,1.79,513.266,1.8,513.266,1.93,513.266,2.78,513.266,2.75,513.266,3.26
513.508,0.36,513.508,1.81,513.508,1.81,513.508,1.95,513.508,2.77,513.508,2.77,513.508,3.26
513.749,0.35,513.749,1.81,513.749,1.81,513.749,1.95,513.749,2.77,513.749,2.77,513.749,3.25
513.99,0.34,513.99,1.77,513.99,1.79,513.99,1.93,513.99,2.75,513.99,2.74,513.99,3.2
514.232,0.34,514.232,1.79,514.232,1.81,514.232,1.95,514.232,2.76,514.232,2.74,514.232,3.21
514.473,0.32,514.473,1.79,514.473,1.78,514.473,1.93,514.473,2.71,514.473,2.7,514.473,3.16
514.714,0.31,514.714,1.79,514.714,1.79,514.714,1.94,514.714,2.72,514.714,2.68,514.714,3.17
514.956,0.31,514.956,1.78,514.956,1.77,514.956,1.92,514.956,2.7,514.956,2.68,514.956,3.13
515.197,0.29,515.197,1.8,515.197,1.77,515.197,1.92,515.197,2.7,515.197,2.68,515.197,3.13
515.438,0.29,515.438,1.81,515.438,1.77,515.438,1.91,515.438,2.71,515.438,2.66,515.438,3.11
515.679,0.28,515.679,1.79,515.679,1.76,515.679,1.89,515.679,2.7,515.679,2.64,515.679,3.09
515.921,0.28,515.921,1.78,515.921,1.73,515.921,1.88,515.921,2.67,515.921,2.61,515.921,3.08
516.162,0.27,516.162,1.73,516.162,1.71,516.162,1.84,516.162,2.62,516.162,2.56,516.162,3.02
516.403,0.26,516.403,1.72,516.403,1.7,516.403,1.83,516.403,2.63,516.403,2.56,516.403,3.01
516.644,0.26,516.644,1.71,516.644,1.68,516.644,1.81,516.644,2.6,516.644,2.54,516.644,2.99
516.885,0.26,516.885,1.68,516.885,1.67,516.885,1.8,516.885,2.59,516.885,2.54,516.885,2.98
517.126,0.24,517.126,1.64,517.126,1.64,517.126,1.76,517.126,2.55,517.126,2.49,517.126,2.92
517.367,0.24,517.367,1.66,517.367,1.65,517.367,1.78,517.367,2.56,517.367,2.51,517.367,2.93
517.608,0.24,517.608,1.65,517.608,1.65,517.608,1.78,517.608,2.56,517.608,2.5,517.608,2.94
517.85,0.23,517.85,1.61,517.85,1.63,517.85,1.75,517.85,2.53,517.85,2.47,517.85,2.9
518.091,0.23,518.091,1.6,518.091,1.62,518.091,1.74,518.091,2.53,518.091,2.48,518.091,2.9
518.332,0.22,518.332,1.58,518.332,1.6,518.332,1.71,518.332,2.5,518.332,2.44,518.332,2.86
518.573,0.23,518.573,1.57,518.573,1.61,518.573,1.71,518.573,2.5,518.573,2.45,518.573,2.85
518.814,0.23,518.814,1.53,518.814,1.56,518.814,1.65,518.814,2.42,518.814,2.37,518.814,2.77
519.055,0.23,519.055,1.54,519.055,1.57,519.055,1.66,519.055,2.44,519.055,2.38,519.055,2.8
519.295,0.21,519.295,1.5,519.295,1.51,519.295,1.59,519.295,2.35,519.295,2.29,519.295,2.7
519.536,0.21,519.536,1.54,519.536,1.54,519.536,1.61,519.536,2.39,519.536,2.33,519.536,2.74
519.777,0.21,519.777,1.51,519.777,1.53,519.777,1.6,519.777,2.36,519.777,2.3,519.777,2.71
520.018,0.21,520.018,1.5,520.018,1.51,520.018,1.61,520.018,2.36,520.018,2.32,520.018,2.72
520.259,0.21,520.259,1.44,520.259,1.45,520.259,1.56,520.259,2.28,520.259,2.26,520.259,2.62
520.5,0.2,520.5,1.43,520.5,1.45,520.5,1.56,520.5,2.26,520.5,2.24,520.5,2.6
520.741,0.2,520.741,1.42,520.741,1.44,520.741,1.56,520.741,2.26,520.741,2.23,520.741,2.6
520.982,0.2,520.982,1.4,520.982,1.4,520.982,1.54,520.982,2.22,520.982,2.19,520.982,2.54
521.222,0.19,521.222,1.38,521.222,1.38,521.222,1.52,521.222,2.18,521.222,2.15,521.222,2.5
521.463,0.18,521.463,1.36,521.463,1.37,521.463,1.52,521.463,2.15,521.463,2.15,521.463,2.48
521.704,0.18,521.704,1.36,521.704,1.39,521.704,1.53,521.704,2.17,521.704,2.17,521.704,2.51
521.945,0.17,521.945,1.33,521.945,1.35,521.945,1.5,521.945,2.11,521.945,2.12,521.945,2.46
522.185,0.17,522.185,1.32,522.185,1.35,522.185,1.5,522.185,2.09,522.185,2.11,522.185,2.44
522.426,0.16,522.426,1.3,522.426,1.31,522.426,1.47,522.426,2.06,522.426,2.07,522.426,2.38
522.667,0.15,522.667,1.27,522.667,1.28,522.667,1.42,522.667,2.02,522.667,2.01,522.667,2.34
522.907,0.16,522.907,1.3,522.907,1.31,522.907,1.44,522.907,2.05,522.907,2.03,522.907,2.37
523.148,0.16,523.148,1.3,523.148,1.3,523.148,1.44,523.148,2.06,523.148,2.04,523.148,2.36
523.389,0.15,523.389,1.29,523.389,1.29,523.389,1.42,523.389,2.02,523.389,2.01,523.389,2.33
523.629,0.14,523.629,1.28,523.629,1.29,523.629,1.41,523.629,2.02,523.629,2.01,523.629,2.35
523.87,0.14,523.87,1.26,523.87,1.29,523.87,1.39,523.87,2.01,523.87,1.99,523.87,2.34
524.11,0.14,524.11,1.25,524.11,1.25,524.11,1.35,524.11,1.96,524.11,1.94,524.11,2.29
524.351,0.14,524.351,1.26,524.351,1.26,524.351,1.36,524.351,1.99,524.351,1.96,524.351,2.3
524.591,0.14,524.591,1.24,524.591,1.26,524.591,1.35,524.591,1.99,524.591,1.94,524.591,2.29
524.832,0.13,524.832,1.24,524.832,1.25,524.832,1.33,524.832,1.97,524.832,1.91,524.832,2.27
525.072,0.13,525.072,1.23,525.072,1.23,525.072,1.34,525.072,1.95,525.072,1.89,525.072,2.26
525.313,0.13,525.313,1.25,525.313,1.25,525.313,1.36,525.313,1.97,525.313,1.91,525.313,2.28
525.553,0.12,525.553,1.23,525.553,1.23,525.553,1.33,525.553,1.94,525.553,1.89,525.553,2.26
525.794,0.12,525.794,1.22,525.794,1.23,525.794,1.33,525.794,1.93,525.794,1.89,525.794,2.26
526.034,0.12,526.034,1.22,526.034,1.22,526.034,1.32,526.034,1.92,526.034,1.88,526.034,2.26
526.275,0.11,526.275,1.23,526.275,1.22,526.275,1.33,526.275,1.91,526.275,1.88,526.275,2.24
526.515,0.11,526.515,1.25,526.515,1.22,526.515,1.34,526.515,1.92,526.515,1.89,526.515,2.26
526.755,0.11,526.755,1.23,526.755,1.22,526.755,1.34,526.755,1.92,526.755,1.88,526.755,2.24
526.996,0.11,526.996,1.24,526.996,1.22,526.996,1.35,526.996,1.92,526.996,1.89,526.996,2.24
527.236,0.1,527.236,1.23,527.236,1.21,527.236,1.34,527.236,1.9,527.236,1.89,527.236,2.22
527.476,0.1,527.476,1.21,527.476,1.19,527.476,1.32,527.476,1.89,527.476,1.87,527.476,2.2
527.717,0.09,527.717,1.19,527.717,1.18,527.717,1.29,527.717,1.87,527.717,1.86,527.717,2.17
527.957,0.09,527.957,1.19,527.957,1.2,527.957,1.3,527.957,1.87,527.957,1.88,527.957,2.18
528.197,0.09,528.197,1.18,528.197,1.18,528.197,1.29,528.197,1.86,528.197,1.86,528.197,2.14
528.437,0.09,528.437,1.19,528.437,1.17,528.437,1.29,528.437,1.86,528.437,1.85,528.437,2.14
528.678,0.09,528.678,1.19,528.678,1.16,528.678,1.3,528.678,1.86,528.678,1.85,528.678,2.13
528.918,0.09,528.918,1.16,528.918,1.15,528.918,1.28,528.918,1.86,528.918,1.86,528.918,2.1
529.158,0.09,529.158,1.16,529.158,1.14,529.158,1.26,529.158,1.84,529.158,1.84,529.158,2.08
529.398,0.09,529.398,1.17,529.398,1.14,529.398,1.28,529.398,1.85,529.398,1.84,529.398,2.09
529.638,0.08,529.638,1.13,529.638,1.12,529.638,1.25,529.638,1.81,529.638,1.82,529.638,2.07
529.878,0.08,529.878,1.12,529.878,1.11,529.878,1.24,529.878,1.79,529.878,1.8,529.878,2.04
530.119,0.08,530.119,1.15,530.119,1.14,530.119,1.26,530.119,1.81,530.119,1.84,530.119,2.07
530.359,0.08,530.359,1.17,530.359,1.16,530.359,1.27,530.359,1.83,530.359,1.85,530.359,2.1
530.599,0.08,530.599,1.21,530.599,1.19,530.599,1.3,530.599,1.87,530.599,1.89,530.599,2.15
530.839,0.07,530.839,1.25,530.839,1.24,530.839,1.33,530.839,1.93,530.839,1.95,530.839,2.22
531.079,0.06,531.079,1.27,531.079,1.27,531.079,1.36,531.079,1.97,531.079,1.99,531.079,2.27
531.319,0.07,531.319,1.36,531.319,1.37,531.319,1.46,531.319,2.12,531.319,2.13,531.319,2.45
531.559,0.07,531.559,1.43,531.559,1.43,531.559,1.53,531.559,2.21,531.559,2.21,531.559,2.54
531.799,0.07,531.799,1.53,531.799,1.54,531.799,1.65,531.799,2.36,531.799,2.37,531.799,2.73
532.039,0.06,532.039,1.64,532.039,1.66,532.039,1.78,532.039,2.54,532.039,2.55,532.039,2.91
532.279,0.06,532.279,1.79,532.279,1.8,532.279,1.92,532.279,2.74,532.279,2.73,532.279,3.13
532.518,0.05,532.518,1.91,532.518,1.92,532.518,2.05,532.518,2.91,532.518,2.89,532.518,3.33
532.758,0.05,532.758,1.98,532.758,2.02,532.758,2.15,532.758,3.06,532.758,3.02,532.758,3.49
532.998,0.05,532.998,2.03,532.998,2.08,532.998,2.2,532.998,3.15,532.998,3.1,532.998,3.57
533.238,0.04,533.238,2.11,533.238,2.16,533.238,2.29,533.238,3.26,533.238,3.22,533.238,3.7
533.478,0.04,533.478,2.18,533.478,2.21,533.478,2.35,533.478,3.35,533.478,3.29,533.478,3.81
533.718,0.04,533.718,2.26,533.718,2.3,533.718,2.43,533.718,3.47,533.718,3.4,533.718,3.92
533.958,0.03,533.958,2.26,533.958,2.29,533.958,2.43,533.958,3.44,533.958,3.4,533.958,3.9
534.197,0.02,534.197,2.31,534.197,2.34,534.197,2.49,534.197,3.51,534.197,3.46,534.197,3.99
534.437,0.02,534.437,2.31,534.437,2.35,534.437,2.48,534.437,3.51,534.437,3.44,534.437,3.98
534.677,0.01,534.677,2.3,534.677,2.35,534.677,2.48,534.677,3.51,534.677,3.45,534.677,4.01
534.917,0,534.917,2.36,534.917,2.41,534.917,2.55,534.917,3.61,534.917,3.55,534.917,4.12
535.156,-0.01,535.156,2.43,535.156,2.5,535.156,2.64,535.156,3.72,535.156,3.65,535.156,4.26
535.396,-0.02,535.396,2.54,535.396,2.56,535.396,2.73,535.396,3.84,535.396,3.78,535.396,4.4
535.636,-0.04,535.636,2.74,535.636,2.77,535.636,2.95,535.636,4.14,535.636,4.08,535.636,4.77
535.875,-0.06,535.875,2.95,535.875,2.99,535.875,3.18,535.875,4.49,535.875,4.39,535.875,5.14
536.115,-0.08,536.115,3.27,536.115,3.29,536.115,3.52,536.115,4.95,536.115,4.86,536.115,5.67
536.355,-0.1,536.355,3.58,536.355,3.6,536.355,3.86,536.355,5.41,536.355,5.33,536.355,6.21
536.594,-0.13,536.594,4.03,536.594,4.04,536.594,4.37,536.594,6.09,536.594,5.97,536.594,6.98
536.834,-0.16,536.834,4.44,536.834,4.45,536.834,4.77,536.834,6.69,536.834,6.58,536.834,7.69
537.073,-0.18,537.073,4.87,537.073,4.88,537.073,5.24,537.073,7.35,537.073,7.25,537.073,8.44
537.313,-0.23,537.313,5.45,537.313,5.42,537.313,5.82,537.313,8.18,537.313,8.07,537.313,9.39
537.552,-0.26,537.552,6.04,537.552,6.01,537.552,6.44,537.552,9.04,537.552,8.9,537.552,10.35
537.792,-0.31,537.792,6.68,537.792,6.62,537.792,7.09,537.792,9.98,537.792,9.81,537.792,11.41
538.031,-0.35,538.031,7.31,538.031,7.28,538.031,7.78,538.031,10.95,538.031,10.78,538.031,12.52
538.271,-0.41,538.271,8.22,538.271,8.17,538.271,8.72,538.271,12.27,538.271,12.12,538.271,14.05
538.51,-0.49,538.51,9.23,538.51,9.14,538.51,9.75,538.51,13.71,538.51,13.55,538.51,15.74
538.75,-0.59,538.75,10.49,538.75,10.41,538.75,11.11,538.75,15.62,538.75,15.43,538.75,17.91
538.989,-0.69,538.989,11.66,538.989,11.58,538.989,12.35,538.989,17.38,538.989,17.16,538.989,19.94
539.228,-0.82,539.228,13.31,539.228,13.22,539.228,14.07,539.228,19.87,539.228,19.6,539.228,22.77
539.468,-0.97,539.468,15.43,539.468,15.35,539.468,16.33,539.468,23.02,539.468,22.68,539.468,26.42
